access_date,Event_context,Component,Event_name,Description,Origin,matrik,KOD KURSUS
9/7/2020,Assignment: Assignment 6,Assignment,Course module viewed,The user with id '20014' viewed the 'assign' activity with course module id '80133'.,web,733519,SSK3313
9/7/2020,Assignment: Group Mini Project,Assignment,Course module viewed,The user with id '20014' viewed the 'assign' activity with course module id '86956'.,web,733519,SSK3118
9/7/2020,Assignment: Assignment 4: IDS Placement,Assignment,Submission form viewed.,The user with id '1699' viewed their submission for the assignment with course module id '73263'.,web,GS51796,SSK4508
9/7/2020,Assignment: Assignment 4: IDS Placement,Assignment,Course module viewed,The user with id '1699' viewed the 'assign' activity with course module id '73263'.,web,GS51796,SSE3151
9/7/2020,Assignment: Assignment 4: IDS Placement,Assignment,Course module viewed,The user with id '1699' viewed the 'assign' activity with course module id '73263'.,web,GS51796,SKR4301
9/7/2020,Assignment: Assignment 4: IDS Placement,Assignment,The status of the submission has been viewed.,The user with id '1699' has viewed the submission status page for the assignment with course module id '73263'.,web,GS51796,SKR4301
9/7/2020,Assignment: SCL Watching Video- Enemy of the state,Assignment,Course module viewed,The user with id '3677' viewed the 'assign' activity with course module id '94233'.,web,138019,SKR3305
9/7/2020,Assignment: SCL Watching Video- Enemy of the state,Assignment,The status of the submission has been viewed.,The user with id '3677' has viewed the submission status page for the assignment with course module id '94233'.,web,138019,SKM4212
9/7/2020,Attendance: CLASS ATTENDANCE - Week 6 until Week 14,Attendance,Session report viewed,User with id 13287 viewed attendance sessions for student with id 13287,web,143520,SSE3305
9/7/2020,Assignment: Assignment 4: IDS Placement,Assignment,Course module viewed,The user with id '1699' viewed the 'assign' activity with course module id '73263'.,web,GS51796,SSK3207
9/7/2020,Assignment: Lab 4 Web Service,Assignment,Course module viewed,The user with id '3990' viewed the 'assign' activity with course module id '92531'.,web,942419,SKR3307
9/7/2020,Assignment: Assignment 4: IDS Placement,Assignment,The status of the submission has been viewed.,The user with id '1699' has viewed the submission status page for the assignment with course module id '73263'.,web,GS51796,SKR3307
9/7/2020,Assignment: Assignment 4: IDS Placement,File submissions,Submission created.,The user with id '1699' created a file submission and uploaded '1' file/s in the assignment with course module id '73263'.,web,GS51796,SKM4201
9/7/2020,Assignment: Assignment 4: IDS Placement,Assignment,Course module viewed,The user with id '1699' viewed the 'assign' activity with course module id '73263'.,web,GS51796,SIM4208
9/7/2020,Assignment: Lab 4 Web Service,Assignment,The status of the submission has been viewed.,The user with id '3990' has viewed the submission status page for the assignment with course module id '92531'.,web,942419,SSK3408
9/7/2020,Assignment: Assignment 4: IDS Placement,Assignment,A submission has been submitted.,The user with id '1699' has submitted the submission with id '195493' for the assignment with course module id '73263'.,web,GS51796,SSE4306
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '12202' has viewed the attempt with id '63914' belonging to the user with id '12202' for the quiz with course module id '95292'.,web,2919,SSK4506
9/7/2020,Assignment: Assignment 4: IDS Placement,File submissions,A file has been uploaded.,The user with id '1699' has uploaded a file to the submission with id '195493' in the assignment activity with course module id '73263'.,web,GS51796,SKM4201
9/7/2020,Assignment: Lab 4 Web Service,Assignment,Course module viewed,The user with id '3990' viewed the 'assign' activity with course module id '92531'.,web,942419,SSK3408
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Course module viewed,The user with id '12202' viewed the 'quiz' activity with course module id '95292'.,web,2919,SSK4602
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt started,The user with id '12202' has started the attempt with id '63914' for the quiz with course module id '95292'.,web,2919,SSE4301
9/7/2020,Assignment: Lab 4 Web Service,Assignment,Submission form viewed.,The user with id '3990' viewed their submission for the assignment with course module id '92531'.,web,942419,SKR3305
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '12202' has viewed the attempt with id '63914' belonging to the user with id '12202' for the quiz with course module id '95292'.,web,2919,SSE3150
9/7/2020,Quiz: Quiz for Chapter 10,Quiz,Course module viewed,The user with id '28357' viewed the 'quiz' activity with course module id '89605'.,web,232619,SSK3207
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '12202' has viewed the attempt with id '63914' belonging to the user with id '12202' for the quiz with course module id '95292'.,web,2919,SKR4307
9/7/2020,File: Topic8 w13skr3200 A,File,Course module viewed,The user with id '20723' viewed the 'resource' activity with course module id '6466'.,web,23820,SIM4208
9/7/2020,URL: Getting Started with JADE,URL,Course module viewed,The user with id '4070' viewed the 'url' activity with course module id '88749'.,web,754219,SSK4507
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '12202' has viewed the attempt with id '63914' belonging to the user with id '12202' for the quiz with course module id '95292'.,web,2919,SSK4506
9/7/2020,URL: How to download Jade and Configure it on Eclips - YouTube,URL,Course module viewed,The user with id '4070' viewed the 'url' activity with course module id '88754'.,web,754219,SKR3306
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '12202' has viewed the attempt with id '63914' belonging to the user with id '12202' for the quiz with course module id '95292'.,web,2919,SSE4306
9/7/2020,File: quiz 4,File,Course module viewed,The user with id '12270' viewed the 'resource' activity with course module id '93971'.,web,458119,SSE3151
9/7/2020,Assignment: Lab 4 Web Service,File submissions,Submission updated.,The user with id '3990' updated a file submission and uploaded '1' file/s in the assignment with course module id '92531'.,web,942419,SKR4301
9/7/2020,File: Topic8 w13skr3200 B,File,Course module viewed,The user with id '20723' viewed the 'resource' activity with course module id '6465'.,web,23820,SKR3201
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '12202' has viewed the attempt with id '63914' belonging to the user with id '12202' for the quiz with course module id '95292'.,web,2919,SSK4610
9/7/2020,File: Topic6 w10skr3200,File,Course module viewed,The user with id '20723' viewed the 'resource' activity with course module id '6462'.,web,23820,SSE4351
9/7/2020,Assignment: Lab 4 Web Service,Assignment,The status of the submission has been viewed.,The user with id '3990' has viewed the submission status page for the assignment with course module id '92531'.,web,942419,SSK3100
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '12202' has viewed the attempt with id '63914' belonging to the user with id '12202' for the quiz with course module id '95292'.,web,2919,SSK3101
9/7/2020,Assignment: Lab 4 Web Service,Assignment,A submission has been submitted.,The user with id '3990' has submitted the submission with id '235068' for the assignment with course module id '92531'.,web,942419,SIM4208
9/7/2020,Assignment: Lab 4 Web Service,File submissions,A file has been uploaded.,The user with id '3990' has uploaded a file to the submission with id '235068' in the assignment activity with course module id '92531'.,web,942419,SKR4301
9/7/2020,Assignment: Lab 4 Web Service,Assignment,Course module viewed,The user with id '3990' viewed the 'assign' activity with course module id '92531'.,web,942419,SKR3202
9/7/2020,Assignment: Lab 4 Web Service,Assignment,Course module viewed,The user with id '3990' viewed the 'assign' activity with course module id '92531'.,web,942419,SKR4202
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '12202' has viewed the attempt with id '63914' belonging to the user with id '12202' for the quiz with course module id '95292'.,web,2919,SKR4307
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Course module viewed,The user with id '2440' viewed the 'quiz' activity with course module id '95292'.,web,795219,SSE4306
9/7/2020,"Attendance: Attendance Online (30-Apr, 7-May, 14-May, 16-May, 11-June, 18-June, 2-July, 9-July, 16-July, 18-July, 23-July &amp; 25-July)",Attendance,Session report viewed,User with id 31716 viewed attendance sessions for student with id 31716,web,GS58041,SKM4212
9/7/2020,"Interactive Content: Lab08 Video: VLAN, VLAN Routing, STP, and RSTP",H5P,Course module viewed,The user with id '2465' viewed the 'hvp' activity with course module id '91180'.,web,127219,SKM3203
9/7/2020,Assignment: Exercise 9,Assignment,Course module viewed,The user with id '4160' viewed the 'assign' activity with course module id '83446'.,web,837319,SSK4507
9/7/2020,URL: Credit Score Prediction using Linear Regression,URL,Course module viewed,The user with id '13535' viewed the 'url' activity with course module id '76094'.,web,861419,SIM3251
9/7/2020,Assignment: Exercise 9,Assignment,The status of the submission has been viewed.,The user with id '4160' has viewed the submission status page for the assignment with course module id '83446'.,web,837319,SSK3003
9/7/2020,File: Input Output,File,Course module viewed,The user with id '14123' viewed the 'resource' activity with course module id '29775'.,web,382619,SSK3003
9/7/2020,Assignment: Exercise 10,Assignment,Course module viewed,The user with id '4160' viewed the 'assign' activity with course module id '90212'.,web,837319,SSK4407
9/7/2020,Assignment: Exercise 10,Assignment,The status of the submission has been viewed.,The user with id '4160' has viewed the submission status page for the assignment with course module id '90212'.,web,837319,SSE4301
9/7/2020,Assignment: Lab 4 Web Service,Assignment,Course module viewed,The user with id '3720' viewed the 'assign' activity with course module id '92531'.,web,763519,SIM4208
9/7/2020,Assignment: Assignment 5: Future direction of IDS,Assignment,The status of the submission has been viewed.,The user with id '1624' has viewed the submission status page for the assignment with course module id '92817'.,web,GS54148,SIM4208
9/7/2020,Attendance: Attendance for July,Attendance,Session report viewed,User with id 4768 viewed attendance sessions for student with id 4768,web,GS55203,SKM3203
9/7/2020,Assignment: Assignment 5: Future direction of IDS,Assignment,Course module viewed,The user with id '1624' viewed the 'assign' activity with course module id '92817'.,web,GS54148,SSK3118
9/7/2020,Assignment: Lab 4 Web Service,Assignment,The status of the submission has been viewed.,The user with id '3720' has viewed the submission status page for the assignment with course module id '92531'.,web,763519,SKR4301
9/7/2020,"File: Marks so far, updated 27.7.2020",File,Course module viewed,The user with id '1624' viewed the 'resource' activity with course module id '89469'.,web,GS54148,SSE4351
9/7/2020,BigBlueButtonBN: LECTURE AND LAB W11-W14,BigBlueButtonBN,Activity viewed,The user with id '26485' viewed the bigbluebuttonbn activity with id '1778' for the course id '3088'.,web,842820,SKM4201
9/7/2020,Assignment: Lab 4 Web Service,Assignment,Course module viewed,The user with id '3720' viewed the 'assign' activity with course module id '92531'.,web,763519,SSK4407
9/7/2020,File: Boolean,File,Course module viewed,The user with id '14123' viewed the 'resource' activity with course module id '38985'.,web,382619,SSE4351
9/7/2020,Attendance: Attendance for July,Attendance,Session report viewed,User with id 4768 viewed attendance sessions for student with id 4768,web,GS55203,SSK4505
9/7/2020,Assignment: Lab 4 Web Service,Assignment,Submission form viewed.,The user with id '3720' viewed their submission for the assignment with course module id '92531'.,web,763519,SKM4310
9/7/2020,Assignment: INDUVIDUAL FORM FOR ASSIGNMENT 3,Assignment,Course module viewed,The user with id '13738' viewed the 'assign' activity with course module id '88073'.,web,732219,SSK4407
9/7/2020,Attendance: Attendance for July,Attendance,Session report viewed,User with id 4768 viewed attendance sessions for student with id 4768,web,GS55203,SSK4610
9/7/2020,Assignment: Lab 4 Web Service,Assignment,A submission has been submitted.,The user with id '3720' has submitted the submission with id '239696' for the assignment with course module id '92531'.,web,763519,SIM4207
9/7/2020,Assignment: INDUVIDUAL FORM FOR ASSIGNMENT 3,Assignment,The status of the submission has been viewed.,The user with id '13738' has viewed the submission status page for the assignment with course module id '88073'.,web,732219,SKR4307
9/7/2020,Attendance: Attendance for July,Attendance,Attendance taken by student,Student with id 4768 took attendance with instanceid 4693,web,GS55203,SSE3150
9/7/2020,Assignment: Lab 4 Web Service,File submissions,A file has been uploaded.,The user with id '3720' has uploaded a file to the submission with id '239696' in the assignment activity with course module id '92531'.,web,763519,SSE3150
9/7/2020,Assignment: Lab 4 Web Service,File submissions,Submission created.,The user with id '3720' created a file submission and uploaded '1' file/s in the assignment with course module id '92531'.,web,763519,SSK3100
9/7/2020,Assignment: Lab 4 Web Service,Assignment,Course module viewed,The user with id '3720' viewed the 'assign' activity with course module id '92531'.,web,763519,SKR4307
9/7/2020,Assignment: Lab 4 Web Service,Assignment,The status of the submission has been viewed.,The user with id '3720' has viewed the submission status page for the assignment with course module id '92531'.,web,763519,SSK3207
9/7/2020,Assignment: Lab 4 Web Service,Assignment,Course module viewed,The user with id '3720' viewed the 'assign' activity with course module id '92531'.,web,763519,SKR3308
9/7/2020,Attendance: Attendance ,Attendance,Session report viewed,User with id 3877 viewed attendance sessions for student with id 3877,web,764019,SSK3101
9/7/2020,Assignment: Slide Presentation,Assignment,The status of the submission has been viewed.,The user with id '13738' has viewed the submission status page for the assignment with course module id '94199'.,web,732219,SKR4307
9/7/2020,Assignment: Slide Presentation,Assignment,Course module viewed,The user with id '13738' viewed the 'assign' activity with course module id '94199'.,web,732219,SSK4407
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt started,The user with id '2440' has started the attempt with id '63921' for the quiz with course module id '95292'.,web,795219,SSK3102
9/7/2020,URL: What is sensor?,URL,Course module viewed,The user with id '3328' viewed the 'url' activity with course module id '54669'.,web,53919,SSK4507
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '2440' has viewed the attempt with id '63921' belonging to the user with id '2440' for the quiz with course module id '95292'.,web,795219,SSE3305
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Course module viewed,The user with id '3877' viewed the 'quiz' activity with course module id '95292'.,web,764019,SSK3101
9/7/2020,URL: What is sensor?,URL,Course module viewed,The user with id '20014' viewed the 'url' activity with course module id '54669'.,web,733519,SKR3307
9/7/2020,Assignment: Lab 4 Web Service,Assignment,The status of the submission has been viewed.,The user with id '3720' has viewed the submission status page for the assignment with course module id '92531'.,web,763519,SSK3101
9/7/2020,File: Configuration Mangement_updated,File,Course module viewed,The user with id '2440' viewed the 'resource' activity with course module id '87143'.,web,795219,SSE4301
9/7/2020,Assignment: Lab 4 Web Service,Assignment,Course module viewed,The user with id '3720' viewed the 'assign' activity with course module id '92531'.,web,763519,SSE4356
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt reviewed,The user with id '13382' has had their attempt with id '63902' reviewed by the user with id '13382' for the quiz with course module id '95292'.,web,655219,SSE4351
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '2440' has viewed the attempt with id '63921' belonging to the user with id '2440' for the quiz with course module id '95292'.,web,795219,SKM4310
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '2440' has viewed the attempt with id '63921' belonging to the user with id '2440' for the quiz with course module id '95292'.,web,795219,SSK3207
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '2440' has viewed the attempt with id '63921' belonging to the user with id '2440' for the quiz with course module id '95292'.,web,795219,SSK4610
9/7/2020,Assignment: Lab 8 - Introduction to GUI,Assignment,Course module viewed,The user with id '13191' viewed the 'assign' activity with course module id '87847'.,web,934120,SSK3408
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '2440' has viewed the attempt with id '63921' belonging to the user with id '2440' for the quiz with course module id '95292'.,web,795219,SKR3201
9/7/2020,Forum: Announcements,Forum,Course module viewed,The user with id '14480' viewed the 'forum' activity with course module id '83327'.,web,871419,SKR3305
9/7/2020,Assignment: Lab 8 - Introduction to GUI,Assignment,The status of the submission has been viewed.,The user with id '13191' has viewed the submission status page for the assignment with course module id '87847'.,web,934120,SSK3003
9/7/2020,"Assignment: Individual Assignment Submission (Due Date: Sunday, 12 th. July 2020)",Assignment,Course module viewed,The user with id '14480' viewed the 'assign' activity with course module id '93673'.,web,871419,SKM4201
9/7/2020,"Assignment: Individual Assignment Submission (Due Date: Sunday, 12 th. July 2020)",Assignment,The status of the submission has been viewed.,The user with id '14480' has viewed the submission status page for the assignment with course module id '93673'.,web,871419,SKR3504
9/7/2020,Assignment: Part III: Project Report,Assignment,Course module viewed,The user with id '8703' viewed the 'assign' activity with course module id '34919'.,web,GS54913,SSE4356
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt submitted,The user with id '12202' has submitted the attempt with id '63914' for the quiz with course module id '95292'.,web,2919,SSK3101
9/7/2020,Assignment: Part III: Project Report,Assignment,The status of the submission has been viewed.,The user with id '8703' has viewed the submission status page for the assignment with course module id '34919'.,web,GS54913,SSK4610
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Course module viewed,The user with id '12202' viewed the 'quiz' activity with course module id '95292'.,web,2919,SSE4306
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt reviewed,The user with id '12202' has had their attempt with id '63914' reviewed by the user with id '12202' for the quiz with course module id '95292'.,web,2919,SKM3203
9/7/2020,BigBlueButtonBN: LECTURE AND LAB W11-W14,BigBlueButtonBN,Recording viewed,The user with id '26485' has viewed a recording with id '1405e06ed9a00e4556cc7d01c41b2f12d1c105ee-1594015738499' from the course id '3088'.,web,842820,SSK4602
9/7/2020,File: Instruction on Group Project Implementation and Presentation,File,Course module viewed,The user with id '29087' viewed the 'resource' activity with course module id '88700'.,web,594919,SKM4201
9/7/2020,File: Configuration Mangement_updated,File,Course module viewed,The user with id '17181' viewed the 'resource' activity with course module id '87143'.,web,677619,SSK3118
9/7/2020,BigBlueButtonBN: LECTURE AND LAB W11-W14,BigBlueButtonBN,Activity viewed,The user with id '26485' viewed the bigbluebuttonbn activity with id '1778' for the course id '3088'.,web,842820,SSE4351
9/7/2020,File: Chapter 9,File,Course module viewed,The user with id '17181' viewed the 'resource' activity with course module id '91152'.,web,677619,SSK4602
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Course module viewed,The user with id '17181' viewed the 'quiz' activity with course module id '95292'.,web,677619,SSK4610
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Course module viewed,The user with id '12570' viewed the 'quiz' activity with course module id '95292'.,web,794319,SSK3118
9/7/2020,BigBlueButtonBN: LECTURE AND LAB W11-W14,BigBlueButtonBN,Recording viewed,The user with id '26485' has viewed a recording with id '1405e06ed9a00e4556cc7d01c41b2f12d1c105ee-1593568918466' from the course id '3088'.,web,842820,SSK4617
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '2440' has viewed the attempt with id '63921' belonging to the user with id '2440' for the quiz with course module id '95292'.,web,795219,SSE3305
9/7/2020,Attendance: Attendance ,Attendance,Session report viewed,User with id 12570 viewed attendance sessions for student with id 12570,web,794319,SSE4306
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '2440' has viewed the attempt with id '63921' belonging to the user with id '2440' for the quiz with course module id '95292'.,web,795219,SKR4202
9/7/2020,File: Configuration Mangement_updated,File,Course module viewed,The user with id '12570' viewed the 'resource' activity with course module id '87143'.,web,794319,SIM3251
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '2440' has viewed the attempt with id '63921' belonging to the user with id '2440' for the quiz with course module id '95292'.,web,795219,SSK4508
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '17181' has viewed the attempt with id '63924' belonging to the user with id '17181' for the quiz with course module id '95292'.,web,677619,SKM4201
9/7/2020,File: Template - Usability testing,File,Course module viewed,The user with id '26114' viewed the 'resource' activity with course module id '92130'.,web,947919,SSE3151
9/7/2020,File: Configuration Mangement_updated,File,Course module viewed,The user with id '12570' viewed the 'resource' activity with course module id '87143'.,web,794319,SSK3101
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt started,The user with id '17181' has started the attempt with id '63924' for the quiz with course module id '95292'.,web,677619,SSK4617
9/7/2020,Attendance: Attendance ,Attendance,Session report viewed,User with id 12570 viewed attendance sessions for student with id 12570,web,794319,SSE3150
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '17181' has viewed the attempt with id '63924' belonging to the user with id '17181' for the quiz with course module id '95292'.,web,677619,SKR3307
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Course module viewed,The user with id '12570' viewed the 'quiz' activity with course module id '95292'.,web,794319,SSK4507
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '17181' has viewed the attempt with id '63924' belonging to the user with id '17181' for the quiz with course module id '95292'.,web,677619,SKR3306
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt submitted,The user with id '2440' has submitted the attempt with id '63921' for the quiz with course module id '95292'.,web,795219,SSE4351
9/7/2020,Folder: Topic 9 Testing,Folder,Course module viewed,The user with id '21331' viewed the 'folder' activity with course module id '80211'.,web,885919,SKR3308
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '17181' has viewed the attempt with id '63924' belonging to the user with id '17181' for the quiz with course module id '95292'.,web,677619,SSK4617
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt reviewed,The user with id '2440' has had their attempt with id '63921' reviewed by the user with id '2440' for the quiz with course module id '95292'.,web,795219,SSK3207
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Course module viewed,The user with id '2440' viewed the 'quiz' activity with course module id '95292'.,web,795219,SSK3313
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '17181' has viewed the attempt with id '63924' belonging to the user with id '17181' for the quiz with course module id '95292'.,web,677619,SKR3504
9/7/2020,File: Topic8 w13skr3200 B,File,Course module viewed,The user with id '25417' viewed the 'resource' activity with course module id '6465'.,web,692820,SSK4407
9/7/2020,Assignment: Lab 4 Web Service,Assignment,The status of the submission has been viewed.,The user with id '1723' has viewed the submission status page for the assignment with course module id '92531'.,web,582619,SKR3308
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '17181' has viewed the attempt with id '63924' belonging to the user with id '17181' for the quiz with course module id '95292'.,web,677619,SSK3408
9/7/2020,Assignment: Lab 4 Web Service,Assignment,Course module viewed,The user with id '1723' viewed the 'assign' activity with course module id '92531'.,web,582619,SKR4202
9/7/2020,Assignment: Group Project - New Notice,Assignment,Course module viewed,The user with id '16893' viewed the 'assign' activity with course module id '89153'.,web,925819,SKR3305
9/7/2020,Assignment: Group Project - New Notice,Assignment,The status of the submission has been viewed.,The user with id '16893' has viewed the submission status page for the assignment with course module id '89153'.,web,925819,SSK3100
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '17181' has viewed the attempt with id '63924' belonging to the user with id '17181' for the quiz with course module id '95292'.,web,677619,SSK4610
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '17181' has viewed the attempt with id '63924' belonging to the user with id '17181' for the quiz with course module id '95292'.,web,677619,SSK4505
9/7/2020,File: Topic8 w13skr3200 A,File,Course module viewed,The user with id '25417' viewed the 'resource' activity with course module id '6466'.,web,692820,SSK4508
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '17181' has viewed the attempt with id '63924' belonging to the user with id '17181' for the quiz with course module id '95292'.,web,677619,SSE4351
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '17181' has viewed the attempt with id '63924' belonging to the user with id '17181' for the quiz with course module id '95292'.,web,677619,SKM4212
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Course module viewed,The user with id '13565' viewed the 'quiz' activity with course module id '95292'.,web,992819,SKR3307
9/7/2020,"File: Group Project 2 (presentation date: 15 th. July 2020, SCL implementation)",File,Course module viewed,The user with id '29087' viewed the 'resource' activity with course module id '24219'.,web,594919,SKM4201
9/7/2020,Assignment: Lecture 14,Assignment,Course module viewed,The user with id '16893' viewed the 'assign' activity with course module id '95357'.,web,925819,SKM4212
9/7/2020,Assignment: Lecture 14,Assignment,The status of the submission has been viewed.,The user with id '16893' has viewed the submission status page for the assignment with course module id '95357'.,web,925819,SKR3306
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '17181' has viewed the attempt with id '63924' belonging to the user with id '17181' for the quiz with course module id '95292'.,web,677619,SSE4351
9/7/2020,Assignment: Lecture 14,Assignment,The status of the submission has been viewed.,The user with id '16893' has viewed the submission status page for the assignment with course module id '95357'.,web,925819,SKR4202
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '13565' has viewed the attempt with id '63926' belonging to the user with id '13565' for the quiz with course module id '95292'.,web,992819,SKM3203
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '17181' has viewed the attempt with id '63924' belonging to the user with id '17181' for the quiz with course module id '95292'.,web,677619,SSK3207
9/7/2020,Assignment: Lecture 14,Assignment,Course module viewed,The user with id '16893' viewed the 'assign' activity with course module id '95357'.,web,925819,SKR4307
9/7/2020,File: 01-05 NAT Configuration,File,Course module viewed,The user with id '13899' viewed the 'resource' activity with course module id '88211'.,web,548619,SIM3251
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt started,The user with id '13565' has started the attempt with id '63926' for the quiz with course module id '95292'.,web,992819,SKR3307
9/7/2020,Assignment: Project 2,Assignment,The status of the submission has been viewed.,The user with id '4174' has viewed the submission status page for the assignment with course module id '79866'.,web,293620,SKR4301
9/7/2020,Assignment: Project 2,Assignment,Course module viewed,The user with id '4174' viewed the 'assign' activity with course module id '79866'.,web,293620,SSK4507
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '13565' has viewed the attempt with id '63926' belonging to the user with id '13565' for the quiz with course module id '95292'.,web,992819,SKR3504
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt reviewed,The user with id '17181' has had their attempt with id '63924' reviewed by the user with id '17181' for the quiz with course module id '95292'.,web,677619,SSK3207
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '17181' has viewed the attempt with id '63924' belonging to the user with id '17181' for the quiz with course module id '95292'.,web,677619,SKR3305
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt summary viewed,The user with id '17181' has viewed the summary for the attempt with id '63924' belonging to the user with id '17181' for the quiz with course module id '95292'.,web,677619,SKR3201
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '17181' has viewed the attempt with id '63924' belonging to the user with id '17181' for the quiz with course module id '95292'.,web,677619,SSK4610
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt submitted,The user with id '17181' has submitted the attempt with id '63924' for the quiz with course module id '95292'.,web,677619,SKR4301
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Quiz attempt viewed,The user with id '17181' has viewed the attempt with id '63924' belonging to the user with id '17181' for the quiz with course module id '95292'.,web,677619,SSE4306
9/7/2020,Quiz: Short Quiz on Today's Class,Quiz,Course module viewed,The user with id '12570' viewed the 'quiz' activity with course module id '95292'.,web,794319,SSE3151
9/7/2020,File: chapter8 Address Resolution Protocol (ARP),File,Course module viewed,The user with id '20809' viewed the 'resource' activity with course module id '60485'.,web,478119,SKR3504
9/7/2020,Assignment: Individual Assignment 2,Assignment,Course module viewed,The user with id '2408' viewed the 'assign' activity with course module id '72311'.,web,893619,SIM4207
9/7/2020,File: chapter7 - Internet Protocol IPV4,File,Course module viewed,The user with id '20809' viewed the 'resource' activity with course module id '60484'.,web,478119,SKM3203
9/7/2020,Assignment: Individual Assignment 2,Assignment,The status of the submission has been viewed.,The user with id '2408' has viewed the submission status page for the assignment with course module id '72311'.,web,893619,SSE3150
9/7/2020,File: quiz 4,File,Course module viewed,The user with id '20809' viewed the 'resource' activity with course module id '93971'.,web,478119,SSK3313
9/7/2020,Assignment: Lab 8 - Introduction to GUI,Assignment,Course module viewed,The user with id '3037' viewed the 'assign' activity with course module id '87847'.,web,192720,SKR4301
9/7/2020,Assignment: Individual Assignment 2,Assignment,Course module viewed,The user with id '21681' viewed the 'assign' activity with course module id '72314'.,web,194019,SKM4201
