access_date,Event_context,Component,Event_name,Description,Origin,matrik,KOD KURSUS
2020-09-07,"Attendance: Attendance Online (30-Apr, 7-May, 14-May, 16-May, 11-June, 18-June, 2-July, 9-July, 16-July, 18-July, 23-July &amp; 25-July)",Attendance,Session report viewed,User with id 2150 viewed attendance sessions for student with id 2150,web,GS55987,SKR4301
2020-09-07,Course: SKR3200-5: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '7564' viewed the course with id '3014'.,web,154820,SSK4507
2020-09-07,Forum: Quiz 4,Forum,Course module viewed,The user with id '2145' viewed the 'forum' activity with course module id '75063'.,web,190920,SKR3305
2020-09-07,URL: usability testing - MUst watch,URL,Course module viewed,The user with id '23582' viewed the 'url' activity with course module id '80233'.,web,708219,SKM4212
2020-09-07,Course: SSK5207-1: UNDANG-UNDANG SIBER DDAN ETIKA (CYBERLAW AND ETHICS),System,Course viewed,The user with id '4951' viewed the course with id '3843'.,web,GS55463,SSE3305
2020-09-07,Course: SSK3101-4: PENGATURCARAAN KOMPUTER II (COMPUTER PROGRAMMING II),System,Course viewed,The user with id '2145' viewed the course with id '3086'.,web,190920,SSK3408
2020-09-07,Assignment: Lab 14,Assignment,The status of the submission has been viewed.,The user with id '2145' has viewed the submission status page for the assignment with course module id '93092'.,web,190920,SSK3313
2020-09-07,Assignment: Lab 14,Assignment,Course module viewed,The user with id '2145' viewed the 'assign' activity with course module id '93092'.,web,190920,SKM4212
2020-09-07,Forum: Assignment Topic 4 Submission,Forum,Course module viewed,The user with id '4951' viewed the 'forum' activity with course module id '80275'.,web,GS55463,SKR3504
2020-09-07,Assignment: Assignment 1,Assignment,The status of the submission has been viewed.,The user with id '30498' has viewed the submission status page for the assignment with course module id '19941'.,web,GS57888,SSE4356
2020-09-07,Assignment: Assignment 1,Assignment,Course module viewed,The user with id '30498' viewed the 'assign' activity with course module id '19941'.,web,GS57888,SKM3203
2020-09-07,File: Property Right and Software,File,Course module viewed,The user with id '4951' viewed the 'resource' activity with course module id '80268'.,web,GS55463,SKR3306
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 8707 viewed attendance sessions for student with id 8707,web,GS55594,SSK3313
2020-09-07,Course: SIM5202-1: KEJURUTERAAN PERISIAN LANJUTAN (ADVANCED SOFTWARE ENGINEERING),System,Course viewed,The user with id '30498' viewed the course with id '3780'.,web,GS57888,SKR3202
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 8707 viewed attendance sessions for student with id 8707,web,GS55594,SKR3307
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 31211 viewed attendance sessions for student with id 31211,web,GS47596,SKR4307
2020-09-07,Course: SSK3100-2: PENGATURCARAAN KOMPUTER I(COMPUTER PROGRAMMING I),System,Course viewed,The user with id '7564' viewed the course with id '4061'.,web,154820,SSE4356
2020-09-07,Course: SKR3200-5: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '7564' viewed the course with id '3014'.,web,154820,SSK3313
2020-09-07,Course: SIM5202-1: KEJURUTERAAN PERISIAN LANJUTAN (ADVANCED SOFTWARE ENGINEERING),System,Course viewed,The user with id '1629' viewed the course with id '3780'.,web,GS55555,SSK3408
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 4357 viewed attendance sessions for student with id 4357,web,GS56430,SSE4301
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 31211 viewed attendance sessions for student with id 31211,web,GS47596,SSE3151
2020-09-07,"Attendance: Attendance Online (30-Apr, 7-May, 14-May, 16-May, 11-June, 18-June, 2-July, 9-July, 16-July, 18-July, 23-July &amp; 25-July)",Attendance,Session report viewed,User with id 1629 viewed attendance sessions for student with id 1629,web,GS55555,SSK4505
2020-09-07,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,Course viewed,The user with id '30343' viewed the course with id '3836'.,web,GS51713,SSK4506
2020-09-07,Course: SIM5202-1: KEJURUTERAAN PERISIAN LANJUTAN (ADVANCED SOFTWARE ENGINEERING),System,Course viewed,The user with id '31716' viewed the course with id '3780'.,web,GS58041,SSK4407
2020-09-07,Course: SSE5206-1: PENGUKURAN PERISIAN (SOFTWARE MEASUREMENT),System,Course viewed,The user with id '6796' viewed the course with id '3833'.,web,GS52430,SSE4301
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 8707 viewed attendance sessions for student with id 8707,web,GS55594,SKM4310
2020-09-07,BigBlueButtonBN: Online Class 9th July 2020,BigBlueButtonBN,Meeting created,The user with id '1278' created a bigbluebutton meeting for the bigbluebuttonbn activity with id '2278' for the course id '3836'.,web,0926A0,SSE4351
2020-09-07,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,Course viewed,The user with id '6796' viewed the course with id '3836'.,web,GS52430,SIM4207
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 30343 viewed attendance sessions for student with id 30343,web,GS51713,SKR4301
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 30350 viewed attendance sessions for student with id 30350,web,GS57872,SSK4602
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 30343 viewed attendance sessions for student with id 30343,web,GS51713,SKM4201
2020-09-07,Assignment: Lab06 : Method,Assignment,Course module viewed,The user with id '7564' viewed the 'assign' activity with course module id '67791'.,web,154820,SSK3003
2020-09-07,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,Course viewed,The user with id '30343' viewed the course with id '3836'.,web,GS51713,SKR3308
2020-09-07,BigBlueButtonBN: Online Class 9th July 2020,BigBlueButtonBN,Meeting joined,The user with id '1278' has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id '2278' for the course id '3836'.,web,0926A0,SSK4507
2020-09-07,Assignment: Lab06 : Method,Assignment,The status of the submission has been viewed.,The user with id '7564' has viewed the submission status page for the assignment with course module id '67791'.,web,154820,SSK3003
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 1640 viewed attendance sessions for student with id 1640,web,GS51045,SKR3305
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 31211 viewed attendance sessions for student with id 31211,web,GS47596,SSE4301
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 6796 viewed attendance sessions for student with id 6796,web,GS52430,SSK4506
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 12744 viewed attendance sessions for student with id 12744,web,GS57801,SSK3118
2020-09-07,Course: SIM5202-1: KEJURUTERAAN PERISIAN LANJUTAN (ADVANCED SOFTWARE ENGINEERING),System,Course viewed,The user with id '1629' viewed the course with id '3780'.,web,GS55555,SSK3313
2020-09-07,"Attendance: Attendance Online (30-Apr, 7-May, 14-May, 16-May, 11-June, 18-June, 2-July, 9-July, 16-July, 18-July, 23-July &amp; 25-July)",Attendance,Session report viewed,User with id 31716 viewed attendance sessions for student with id 31716,web,GS58041,SSK4508
2020-09-07,BigBlueButtonBN: Online Class 9th July 2020,BigBlueButtonBN,Activity viewed,The user with id '4357' viewed the bigbluebuttonbn activity with id '2278' for the course id '3836'.,web,GS56430,SIM3251
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 11750 viewed attendance sessions for student with id 11750,web,391519,SSK4508
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 31211 viewed attendance sessions for student with id 31211,web,GS47596,SSE4356
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 8707 viewed attendance sessions for student with id 8707,web,GS55594,SKM4310
2020-09-07,Attendance: Attendance,Attendance,Session report viewed,User with id 11750 viewed attendance sessions for student with id 11750,web,GS57688,SSK4508
2020-09-07,"Attendance: Attendance Online (30-Apr, 7-May, 14-May, 16-May, 11-June, 18-June, 2-July, 9-July, 16-July, 18-July, 23-July &amp; 25-July)",Attendance,Session report viewed,User with id 30498 viewed attendance sessions for student with id 30498,web,GS57888,SKR3504
2020-09-07,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,Course viewed,The user with id '30343' viewed the course with id '3836'.,web,GS51713,SKR4202
2020-09-07,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,Course viewed,The user with id '11750' viewed the course with id '3836'.,web,391519,SSK4602
2020-09-07,"Attendance: Attendance Online (30-Apr, 7-May, 14-May, 16-May, 11-June, 18-June, 2-July, 9-July, 16-July, 18-July, 23-July &amp; 25-July)",Attendance,Session report viewed,User with id 31716 viewed attendance sessions for student with id 31716,web,GS58041,SSK3102
2020-09-07,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,Course viewed,The user with id '8707' viewed the course with id '3836'.,web,GS55594,SSK4508
2020-09-07,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,Course viewed,The user with id '11750' viewed the course with id '3836'.,web,391519,SSK3313
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 30350 viewed attendance sessions for student with id 30350,web,GS57872,SSE4356
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 30343 viewed attendance sessions for student with id 30343,web,GS51713,SSK4506
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 11750 viewed attendance sessions for student with id 11750,web,GS57688,SSK4508
2020-09-07,"Attendance: Attendance Online (30-Apr, 7-May, 14-May, 16-May, 11-June, 18-June, 2-July, 9-July, 16-July, 18-July, 23-July &amp; 25-July)",Attendance,Session report viewed,User with id 31716 viewed attendance sessions for student with id 31716,web,GS58041,SSK3100
2020-09-07,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,Course viewed,The user with id '30343' viewed the course with id '3836'.,web,GS51713,SKR4307
2020-09-07,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,Course viewed,The user with id '11750' viewed the course with id '3836'.,web,GS57688,SKR3202
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 12744 viewed attendance sessions for student with id 12744,web,GS57801,SSK4602
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 30343 viewed attendance sessions for student with id 30343,web,GS51713,SIM4207
2020-09-07,Attendance: Attendance,Attendance,Session report viewed,User with id 11750 viewed attendance sessions for student with id 11750,web,391519,SSK4508
2020-09-07,"Attendance: Attendance Online (30-Apr, 7-May, 14-May, 16-May, 11-June, 18-June, 2-July, 9-July, 16-July, 18-July, 23-July &amp; 25-July)",Attendance,Session report viewed,User with id 30498 viewed attendance sessions for student with id 30498,web,GS57888,SSE4356
2020-09-07,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,Course viewed,The user with id '11750' viewed the course with id '3836'.,web,GS57688,SKM4310
2020-09-07,"Attendance: Attendance Online (30-Apr, 7-May, 14-May, 16-May, 11-June, 18-June, 2-July, 9-July, 16-July, 18-July, 23-July &amp; 25-July)",Attendance,Session report viewed,User with id 30498 viewed attendance sessions for student with id 30498,web,GS57888,SSK4507
2020-09-07,Attendance: Attendance,Attendance,Session report viewed,User with id 11750 viewed attendance sessions for student with id 11750,web,GS57688,SSK4508
2020-09-07,Attendance: Attendance,Attendance,Session report viewed,User with id 11750 viewed attendance sessions for student with id 11750,web,391519,SKR3306
2020-09-07,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,Course viewed,The user with id '1278' viewed the course with id '3836'.,web,0926A0,SKR3504
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 11750 viewed attendance sessions for student with id 11750,web,GS57688,SKR3306
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 30350 viewed attendance sessions for student with id 30350,web,GS57872,SKM4310
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 11750 viewed attendance sessions for student with id 11750,web,391519,SSE3305
2020-09-07,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,Course viewed,The user with id '1278' viewed the course with id '3836'.,web,0926A0,SSK4602
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 10756 viewed attendance sessions for student with id 10756,web,GS54743,SKR3306
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 4357 viewed attendance sessions for student with id 4357,web,GS56430,SSE4306
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 1886 viewed attendance sessions for student with id 1886,web,GS54827,SKR3308
2020-09-07,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,Course viewed,The user with id '10756' viewed the course with id '3836'.,web,GS54743,SSE4351
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 8707 viewed attendance sessions for student with id 8707,web,GS55594,SSK3003
2020-09-07,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,Course viewed,The user with id '1278' viewed the course with id '3836'.,web,0926A0,SKR3202
2020-09-07,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,Course viewed,The user with id '10756' viewed the course with id '3836'.,web,GS54743,SSK3118
2020-09-07,"Attendance: Attendance Online (30-Apr, 7-May, 14-May, 16-May, 11-June, 18-June, 2-July, 9-July, 16-July, 18-July, 23-July &amp; 25-July)",Attendance,Session report viewed,User with id 30498 viewed attendance sessions for student with id 30498,web,GS57888,SSK4617
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 31211 viewed attendance sessions for student with id 31211,web,GS47596,SKR3202
2020-09-07,Assignment: Exercise 10,Assignment,Course module viewed,The user with id '20802' viewed the 'assign' activity with course module id '90215'.,web,016419,SSE3150
2020-09-07,"Attendance: Attendance Online (30-Apr, 7-May, 14-May, 16-May, 11-June, 18-June, 2-July, 9-July, 16-July, 18-July, 23-July &amp; 25-July)",Attendance,Session report viewed,User with id 30498 viewed attendance sessions for student with id 30498,web,GS57888,SSE4306
2020-09-07,Course: SIM5202-1: KEJURUTERAAN PERISIAN LANJUTAN (ADVANCED SOFTWARE ENGINEERING),System,Course viewed,The user with id '31716' viewed the course with id '3780'.,web,GS58041,SSK3003
2020-09-07,Assignment: Exercise 10,Assignment,The status of the submission has been viewed.,The user with id '20802' has viewed the submission status page for the assignment with course module id '90215'.,web,016419,SSK4610
2020-09-07,Course: SSE5303-1: PEMODELAN PERISIAN (SOFTWARE MODELING),System,Course viewed,The user with id '8707' viewed the course with id '3834'.,web,GS55594,SSE4301
2020-09-07,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,Course viewed,The user with id '1278' viewed the course with id '3836'.,web,0926A0,SSK3408
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 8707 viewed attendance sessions for student with id 8707,web,GS55594,SIM4208
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 30350 viewed attendance sessions for student with id 30350,web,GS57872,SSK4507
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 8707 viewed attendance sessions for student with id 8707,web,GS55594,SSK4507
2020-09-07,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,Calendar event updated,The user with id '1278' updated the event 'Attendance for July' with id '36539'.,web,0926A0,SSK4610
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 8707 viewed attendance sessions for student with id 8707,web,GS55594,SKM4310
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 1886 viewed attendance sessions for student with id 1886,web,GS54827,SSK3313
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 8707 viewed attendance sessions for student with id 8707,web,GS55594,SKR3307
2020-09-07,Attendance: Attendance for July,Attendance,Session updated,User with id 1278 updated attendance session with instanceid 4693,web,0926A0,SSE3305
2020-09-07,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,Course viewed,The user with id '8707' viewed the course with id '3836'.,web,GS55594,SKR4301
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 1886 viewed attendance sessions for student with id 1886,web,GS54827,SSK3003
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 8707 viewed attendance sessions for student with id 8707,web,GS55594,SSK4407
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 1886 viewed attendance sessions for student with id 1886,web,GS54827,SIM3251
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 8707 viewed attendance sessions for student with id 8707,web,GS55594,SIM4208
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 8707 viewed attendance sessions for student with id 8707,web,GS55594,SKR3202
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 8707 viewed attendance sessions for student with id 8707,web,GS55594,SIM4207
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 11750 viewed attendance sessions for student with id 11750,web,GS57688,SKR3306
2020-09-07,Attendance: Attendance for July,Attendance,Attendance taken by student,Student with id 30343 took attendance with instanceid 4693,web,GS51713,SKM4201
2020-09-07,Attendance: Attendance for July,Attendance,Attendance taken by student,Student with id 11750 took attendance with instanceid 4693,web,GS57688,SKM3203
2020-09-07,Attendance: Attendance for July,Attendance,Attendance taken by student,Student with id 4357 took attendance with instanceid 4693,web,GS56430,SSE4356
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 11750 viewed attendance sessions for student with id 11750,web,GS57688,SKR3308
2020-09-07,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,Course viewed,The user with id '30343' viewed the course with id '3836'.,web,GS51713,SKR3504
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 11750 viewed attendance sessions for student with id 11750,web,391519,SKR3305
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 4357 viewed attendance sessions for student with id 4357,web,GS56430,SKR4301
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 11750 viewed attendance sessions for student with id 11750,web,391519,SSK3100
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 30343 viewed attendance sessions for student with id 30343,web,GS51713,SSE3151
2020-09-07,Attendance: Attendance for July,Attendance,Attendance taken by student,Student with id 11750 took attendance with instanceid 4693,web,391519,SKR4301
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 4357 viewed attendance sessions for student with id 4357,web,GS56430,SIM4207
2020-09-07,Course: SIM5202-1: KEJURUTERAAN PERISIAN LANJUTAN (ADVANCED SOFTWARE ENGINEERING),System,Course viewed,The user with id '2150' viewed the course with id '3780'.,web,GS55987,SSK4507
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 30343 viewed attendance sessions for student with id 30343,web,GS51713,SSK4407
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 1640 viewed attendance sessions for student with id 1640,web,GS51045,SSK3102
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 30343 viewed attendance sessions for student with id 30343,web,GS51713,SIM4207
2020-09-07,"Attendance: Attendance Online (30-Apr, 7-May, 14-May, 16-May, 11-June, 18-June, 2-July, 9-July, 16-July, 18-July, 23-July &amp; 25-July)",Attendance,Session report viewed,User with id 2150 viewed attendance sessions for student with id 2150,web,GS55987,SKM4310
2020-09-07,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,Course viewed,The user with id '30343' viewed the course with id '3836'.,web,GS51713,SSE4301
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 1640 viewed attendance sessions for student with id 1640,web,GS51045,SSE4356
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 30343 viewed attendance sessions for student with id 30343,web,GS51713,SSK3408
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 1672 viewed attendance sessions for student with id 1672,web,GS49582,SSK4506
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 10756 viewed attendance sessions for student with id 10756,web,GS54743,SKR4307
2020-09-07,Attendance: Attendance for July,Attendance,Attendance taken by student,Student with id 1640 took attendance with instanceid 4693,web,GS51045,SSK4617
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 10756 viewed attendance sessions for student with id 10756,web,GS54743,SSK3102
2020-09-07,File: Chapter 6 Cloud Computing Architecture,File,Course module viewed,The user with id '11450' viewed the 'resource' activity with course module id '90217'.,web,GS57251,SSK4508
2020-09-07,Attendance: Attendance for July,Attendance,Attendance taken by student,Student with id 10756 took attendance with instanceid 4693,web,GS54743,SSK3408
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 2729 viewed attendance sessions for student with id 2729,web,GS54648,SKM4310
2020-09-07,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,Course viewed,The user with id '7765' viewed the course with id '3836'.,web,GS55826,SSK4602
2020-09-07,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,User graded,The user with id '2729' updated the grade with id '646532' for the user with id '2729' for the grade item with id '24139'.,web,GS54648,SSK4617
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 31211 viewed attendance sessions for student with id 31211,web,GS47596,SSK4407
2020-09-07,Attendance: Attendance for July,Attendance,Attendance taken by student,Student with id 2729 took attendance with instanceid 4693,web,GS54648,SSK4602
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 30350 viewed attendance sessions for student with id 30350,web,GS57872,SSK4507
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 2729 viewed attendance sessions for student with id 2729,web,GS54648,SSK4508
2020-09-07,Course: SKM4949A-1: PROJEK BACELOR  (PROJECT BACHELOR),System,Course viewed,The user with id '2404' viewed the course with id '2971'.,web,794019,SSK3207
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 31211 viewed attendance sessions for student with id 31211,web,GS47596,SSK3408
2020-09-07,Attendance: Attendance for July,Attendance,Attendance taken by student,Student with id 12744 took attendance with instanceid 4693,web,GS57801,SKM4201
2020-09-07,Attendance: Attendance for July,Attendance,Attendance taken by student,Student with id 7765 took attendance with instanceid 4693,web,GS55826,SSE4306
2020-09-07,Attendance: Attendance for July,Attendance,Attendance taken by student,Student with id 31211 took attendance with instanceid 4693,web,GS47596,SSE4356
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 30350 viewed attendance sessions for student with id 30350,web,GS57872,SKR3305
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 7765 viewed attendance sessions for student with id 7765,web,GS55826,SSE4351
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 12744 viewed attendance sessions for student with id 12744,web,GS57801,SSK4508
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 7765 viewed attendance sessions for student with id 7765,web,GS55826,SSK3101
2020-09-07,Attendance: Attendance for July,Attendance,Attendance taken by student,Student with id 30350 took attendance with instanceid 4693,web,GS57872,SKR4202
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 12744 viewed attendance sessions for student with id 12744,web,GS57801,SSE4306
2020-09-07,File: Chapter 5 Service Engineering,File,Course module viewed,The user with id '12853' viewed the 'resource' activity with course module id '84308'.,web,GS57791,SKR3305
2020-09-07,Course: SIM5202-1: KEJURUTERAAN PERISIAN LANJUTAN (ADVANCED SOFTWARE ENGINEERING),System,Course viewed,The user with id '4506' viewed the course with id '3780'.,web,GS56147,SSE4306
2020-09-07,Course: SIM5202-1: KEJURUTERAAN PERISIAN LANJUTAN (ADVANCED SOFTWARE ENGINEERING),System,Course viewed,The user with id '12853' viewed the course with id '3780'.,web,GS57791,SSK3207
2020-09-07,File: Chapter 5 Service Engineering,File,Course module viewed,The user with id '1629' viewed the 'resource' activity with course module id '84308'.,web,GS55555,SKR3504
2020-09-07,File: Attendence Week 13,File,Course module viewed,The user with id '13535' viewed the 'resource' activity with course module id '95387'.,web,861419,SSE3151
2020-09-07,Attendance: Attendance for July,Attendance,Attendance taken by student,Student with id 1672 took attendance with instanceid 4693,web,GS49582,SSK3003
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 8707 viewed attendance sessions for student with id 8707,web,GS55594,SSK3207
2020-09-07,File: Chapter 5,File,Course module viewed,The user with id '18580' viewed the 'resource' activity with course module id '7097'.,web,138119,SKR3504
2020-09-07,Course: SSK4407-2: ANALITIK BISNES (BUSINESS ANALYTICS),System,Course viewed,The user with id '13535' viewed the course with id '3115'.,web,861419,SKR3306
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 1672 viewed attendance sessions for student with id 1672,web,GS49582,SSE4301
2020-09-07,Attendance: Attendance for July,Attendance,Session report viewed,User with id 8707 viewed attendance sessions for student with id 8707,web,GS55594,SSE4351
2020-09-07,Attendance: Attendance for July,Attendance,Attendance taken by student,Student with id 8707 took attendance with instanceid 4693,web,GS55594,SKR3201
2020-09-07,File: Chapter 10: Measuring External Product Attribute,File,Course module viewed,The user with id '1750' viewed the 'resource' activity with course module id '87350'.,web,GS55408,SKR4301
2020-09-07,Course: SSK4407-2: ANALITIK BISNES (BUSINESS ANALYTICS),System,Course viewed,The user with id '13535' viewed the course with id '3115'.,web,861419,SSK3118
2020-09-07,Course: SSK4407-2: ANALITIK BISNES (BUSINESS ANALYTICS),System,Course viewed,The user with id '13535' viewed the course with id '3115'.,web,861419,SKR3306
2020-09-07,File: Attendence,File,Course module viewed,The user with id '13535' viewed the 'resource' activity with course module id '83599'.,web,861419,SSK3101
2020-09-07,Course: SSK3100-2: PENGATURCARAAN KOMPUTER I(COMPUTER PROGRAMMING I),System,Course viewed,The user with id '12050' viewed the course with id '4061'.,web,165020,SKR3305
2020-09-07,Course: SIM5202-1: KEJURUTERAAN PERISIAN LANJUTAN (ADVANCED SOFTWARE ENGINEERING),System,Course viewed,The user with id '2150' viewed the course with id '3780'.,web,GS55987,SSE3151
2020-09-07,Attendance: Attendance,Attendance,Session report viewed,User with id 25840 viewed attendance sessions for student with id 25840,web,886019,SSK4610
2020-09-07,Course: SKM4213-2: PEMPROSESAN IMEJ DIGITAL (DIGITAL IMAGE PROCESSING),System,Course viewed,The user with id '25840' viewed the course with id '2965'.,web,886019,SSK4610
2020-09-07,Course: SSK3100-1: PENGATURCARAAN KOMPUTER I (COMPUTER PROGRAMMING I),System,Course viewed,The user with id '12114' viewed the course with id '3078'.,web,145120,SKR3504
2020-09-07,Assignment: Lab06 : Method,Assignment,The status of the submission has been viewed.,The user with id '12050' has viewed the submission status page for the assignment with course module id '67791'.,web,165020,SSE4301
2020-09-07,Assignment: Lab06 : Method,Assignment,Course module viewed,The user with id '12050' viewed the 'assign' activity with course module id '67791'.,web,165020,SKR3308
2020-09-07,Course: SSK3100-1: PENGATURCARAAN KOMPUTER I (COMPUTER PROGRAMMING I),System,Course viewed,The user with id '12114' viewed the course with id '3078'.,web,145120,SSK4508
2020-09-07,Course: SSK3207-8: ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN (COMPUTER ORGANIZATION AND ASSEMBLY LANGUAGE),System,Course viewed,The user with id '12703' viewed the course with id '3102'.,web,562719,SSK4506
2020-09-07,Course: SSE3307-1: ANTARA MUKA PENGGUNA DAN PENGALAMAN PENGGUNA(USER INTERFACE AND USER EXPERIENCE),System,Course viewed,The user with id '4118' viewed the course with id '3959'.,web,657419,SSK4508
2020-09-07,Assignment: Assignment 1 ,Assignment,Course module viewed,The user with id '12703' viewed the 'assign' activity with course module id '27061'.,web,562719,SKR3305
2020-09-07,Course: SKR3200-2: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '12114' viewed the course with id '3011'.,web,145120,SSK4610
